Date,Day Name,Month,Year,Subways _Total _Ridership,Subways_%Prepandemic,Buses_Total_Ridership,Buses_%Prepandemic,AAR_Total_Ridership,AAR_%Prepandemic,Bridges&Tunnels_Total_Ridership,Bridges&Tunnels_%Prepandemic,LIRR_Total_Ridership,LIRR_%Prepandemic,MNR_Total_ Ridership,MNR_%Prepandemic,SIR_Total_ _Ridership,SIR_ %Prepandemic
4/4/2022,Monday,4,2022,3127667,56,1447820,66,23746,82,899510,96,159541,51,135920,47,6676,41
4/5/2022,Tuesday,4,2022,3356454,60,1484961,68,24873,86,904813,96,170140,55,150671,53,7089,44
4/6/2022,Wednesday,4,2022,3311547,59,1403198,64,25103,87,890470,95,163830,53,142810,50,6569,40
4/7/2022,Thursday,4,2022,3307076,59,1379678,63,24107,83,901454,96,161276,52,140249,49,6636,41
4/8/2022,Friday,4,2022,3347754,60,1443367,66,24488,85,998348,106,160905,52,140791,49,6342,39
4/9/2022,Saturday,4,2022,2190396,69,868945,65,13969,84,897690,98,81562,71,86611,58,66,1
4/10/2022,Sunday,4,2022,1707748,70,667662,67,13935,75,850153,98,63204,69,66112,64,13,0
4/11/2022,Monday,4,2022,3205728,57,1433226,66,23569,81,901316,96,161131,52,140224,49,6354,39
4/12/2022,Tuesday,4,2022,3078069,55,1496004,68,25286,87,936334,100,172294,56,149369,52,7099,44
4/13/2022,Wednesday,4,2022,3220964,58,1495891,68,25847,89,949712,101,163448,53,147043,51,6593,41
4/14/2022,Thursday,4,2022,3297697,59,1438990,66,25073,87,982717,104,162946,52,144335,50,6381,39
4/15/2022,Friday,4,2022,2761532,50,1137728,52,20908,72,973156,103,166068,53,140217,49,4728,29
4/16/2022,Saturday,4,2022,1986306,63,830874,62,13413,80,885536,97,89011,78,83725,56,2133,42
4/17/2022,Sunday,4,2022,1512633,62,596619,60,14704,79,845418,98,71258,78,71704,70,1640,50
4/18/2022,Monday,4,2022,2676254,48,1145261,52,20245,70,901207,96,154315,50,139151,49,5209,32
4/19/2022,Tuesday,4,2022,2962130,53,1189960,54,22359,77,895086,95,168354,54,151518,53,5841,36
4/20/2022,Wednesday,4,2022,3098046,56,1265823,58,24212,84,942383,100,171730,55,155674,54,6097,38
4/21/2022,Thursday,4,2022,3033422,54,1231047,56,23239,80,920202,98,165823,53,147535,51,5738,35
4/22/2022,Friday,4,2022,2985684,54,1217380,56,22298,77,935779,99,157943,51,145606,51,5340,33
4/23/2022,Saturday,4,2022,2109188,67,844146,63,13459,81,907580,99,79436,70,89804,60,59,1
4/24/2022,Sunday,4,2022,1655860,68,648591,65,12927,69,875218,101,64842,71,67580,66,3,0
4/25/2022,Monday,4,2022,3026541,54,1415638,65,22370,77,883942,94,159569,51,138979,48,6322,39
4/26/2022,Tuesday,4,2022,3281657,59,1453452,66,23800,82,897493,95,172171,55,153893,54,7024,43
4/27/2022,Wednesday,4,2022,3432282,62,1500437,69,25229,87,934481,99,172613,56,153109,53,6903,43
4/28/2022,Thursday,4,2022,3404938,61,1468093,67,24321,84,968651,103,167300,54,146321,51,6765,42
4/29/2022,Friday,4,2022,3257634,58,1429909,65,23421,81,994415,106,164944,53,136881,48,5900,36
4/30/2022,Saturday,4,2022,2108746,67,884540,66,14223,85,938739,103,82887,73,82838,56,2123,41
5/1/2022,Sunday,5,2022,1683953,70,676070,70,12976,76,870826,102,64630,66,62502,60,2694,77
5/2/2022,Monday,5,2022,2732825,48,1176867,52,21695,74,883276,92,146394,46,126784,44,5425,31
5/3/2022,Tuesday,5,2022,3402882,60,1500109,66,24680,84,929868,97,177868,56,155261,54,7400,43
5/4/2022,Wednesday,5,2022,3364902,59,1465639,64,25462,87,921590,96,168539,53,147078,51,6747,39
5/5/2022,Thursday,5,2022,3502522,61,1523580,67,25903,88,982930,102,174640,55,150087,52,7061,41
5/6/2022,Friday,5,2022,3190556,56,1353750,60,23411,80,953902,99,154325,48,129417,45,5729,33
5/7/2022,Saturday,5,2022,1842808,57,706551,51,13033,75,841086,88,72948,62,68612,46,1523,31
5/8/2022,Sunday,5,2022,1582133,66,630228,65,15375,90,891361,105,73703,76,73027,70,1449,41
5/9/2022,Monday,5,2022,3114506,54,1428758,63,22008,75,917036,95,163741,51,140940,49,6564,38
5/10/2022,Tuesday,5,2022,3412902,60,1504314,66,24148,82,933451,97,175823,55,158627,55,7176,41
5/11/2022,Wednesday,5,2022,3440378,60,1514922,67,25548,87,948266,99,178061,56,156792,55,7159,41
5/12/2022,Thursday,5,2022,3430104,60,1495220,66,25158,86,981139,102,169543,53,149204,52,6866,39
5/13/2022,Friday,5,2022,3252002,57,1410923,62,23539,80,998394,104,164843,52,140065,49,6050,35
5/14/2022,Saturday,5,2022,2149046,67,840921,60,13580,78,918398,96,89636,76,86652,58,69,1
5/15/2022,Sunday,5,2022,1760359,74,692876,72,13379,79,908702,107,76052,78,69705,67,5,0
5/16/2022,Monday,5,2022,3080043,54,1396300,61,22187,75,898690,93,163431,51,140702,49,5996,34
5/17/2022,Tuesday,5,2022,3536021,62,1519740,67,24353,83,951399,99,182683,57,162082,57,7259,42
5/18/2022,Wednesday,5,2022,3605606,63,1511142,66,25365,86,982156,102,182181,57,161135,56,6816,39
5/19/2022,Thursday,5,2022,3467327,61,1426027,63,24271,83,983011,102,172517,54,149985,52,6790,39
5/20/2022,Friday,5,2022,3271914,57,1396732,61,23767,81,1011794,105,175666,55,146403,51,6040,35
5/21/2022,Saturday,5,2022,2324245,72,883795,63,14985,87,983575,103,94322,80,92552,61,2530,52
5/22/2022,Sunday,5,2022,1760638,74,683500,71,13279,78,920057,108,78635,81,72063,69,1863,53
5/23/2022,Monday,5,2022,3111755,54,1431781,63,22696,77,943933,98,170546,53,151349,53,6356,37
5/24/2022,Tuesday,5,2022,3378506,59,1488152,65,24560,84,942307,98,182570,57,163943,57,7023,40
5/25/2022,Wednesday,5,2022,3426530,60,1493506,66,25418,86,959442,100,178124,56,158814,55,6862,39
5/26/2022,Thursday,5,2022,3341059,58,1464696,64,24866,85,1001574,104,176469,55,148011,52,6549,38
5/27/2022,Friday,5,2022,3031130,53,1353398,60,22894,78,975898,101,167840,53,135294,47,5737,33
5/28/2022,Saturday,5,2022,1872775,58,788135,56,12805,74,833464,87,91250,77,77192,51,2191,45
5/29/2022,Sunday,5,2022,1755236,73,701173,73,14490,85,891666,105,84784,87,76982,74,2276,65
5/30/2022,Monday,5,2022,1694970,71,755616,78,10771,63,839398,98,80533,83,68206,66,2251,64
5/31/2022,Tuesday,5,2022,3176109,56,1426470,63,23778,81,968335,101,184088,58,163018,57,6634,38
6/1/2022,Wednesday,6,2022,3381297,60,1465383,68,25586,87,943747,96,178742,54,159050,54,7084,44
6/2/2022,Thursday,6,2022,3351902,60,1433303,67,24764,85,959324,98,170537,51,151492,51,6783,42
6/3/2022,Friday,6,2022,3283271,59,1431042,67,24838,85,1002106,102,174500,52,153744,52,6178,38
6/4/2022,Saturday,6,2022,2178024,68,904623,65,14409,83,957009,97,93431,76,92199,58,1844,36
6/5/2022,Sunday,6,2022,1724983,66,691644,64,13955,77,865693,94,75675,77,74005,68,1361,35
6/6/2022,Monday,6,2022,3092181,55,1411725,66,22794,78,892799,91,167062,50,148152,50,6552,40
6/7/2022,Tuesday,6,2022,3392224,60,1440940,67,25256,86,940766,96,185736,56,163756,55,7169,44
6/8/2022,Wednesday,6,2022,3492805,62,1496144,70,26058,89,958676,97,181126,54,162417,55,7114,44
6/9/2022,Thursday,6,2022,3297157,59,1333103,62,25135,86,975009,99,179521,54,157460,53,6430,40
6/10/2022,Friday,6,2022,3376125,60,1435660,67,25437,87,1028117,105,187819,56,159223,54,6304,39
6/11/2022,Saturday,6,2022,2231451,69,870550,62,14776,85,961805,98,117891,96,95108,60,1835,36
6/12/2022,Sunday,6,2022,1674607,64,626471,58,13440,74,883990,96,80792,82,74580,68,1209,31
6/13/2022,Monday,6,2022,3168681,56,1440429,67,23697,81,943626,96,174264,52,150375,51,6608,41
6/14/2022,Tuesday,6,2022,3494822,62,1493761,69,25372,87,954427,97,191198,57,174340,59,7276,45
6/15/2022,Wednesday,6,2022,3526802,63,1478668,69,26904,92,965644,98,192593,58,169462,57,7153,44
6/16/2022,Thursday,6,2022,3409624,61,1397317,65,25856,88,993952,101,190212,57,162513,55,6720,41
6/17/2022,Friday,6,2022,3247379,58,1397243,65,24338,83,1036376,105,187179,56,148590,50,6036,37
6/18/2022,Saturday,6,2022,2186635,68,884050,63,15136,87,987511,100,106091,86,94130,59,2613,52
6/19/2022,Sunday,6,2022,1725762,66,693231,64,15622,86,946443,102,90581,92,80654,74,1903,49
6/20/2022,Monday,6,2022,2460659,94,1077190,99,15440,85,942148,102,167670,170,138080,127,4009,103
6/21/2022,Tuesday,6,2022,3339793,60,1408052,66,25299,86,951906,97,190339,57,172400,58,7183,44
6/22/2022,Wednesday,6,2022,3357113,60,1361456,63,25774,88,937068,95,178850,54,164196,56,6910,43
6/23/2022,Thursday,6,2022,3407485,61,1382605,64,25286,86,1004103,102,188546,57,169144,57,6716,41
6/24/2022,Friday,6,2022,3296412,59,1331442,62,24414,83,1035312,105,187818,56,161647,55,6066,37
6/25/2022,Saturday,6,2022,2286963,71,888953,63,15274,88,994834,101,106000,86,102466,65,50,1
6/26/2022,Sunday,6,2022,2011977,77,696910,64,14574,81,962670,104,102452,104,99103,91,618,16
6/27/2022,Monday,6,2022,2932598,52,1279403,60,22331,76,928436,94,171627,52,149284,50,6260,39
6/28/2022,Tuesday,6,2022,3248338,58,1328144,62,24179,83,960666,98,199956,60,174878,59,6903,43
6/29/2022,Wednesday,6,2022,3249261,58,1325530,62,25392,87,977984,99,191855,58,169146,57,6792,42
6/30/2022,Thursday,6,2022,3151572,56,1300241,60,24651,84,1011864,103,191868,58,158265,54,6407,40
7/1/2022,Friday,7,2022,2827549,54,1221837,59,23983,85,998259,104,151245,48,117791,42,5291,38
7/2/2022,Saturday,7,2022,1847093,65,827668,61,12878,81,823425,89,84481,66,75179,49,2042,40
7/3/2022,Sunday,7,2022,1654774,71,703282,64,14822,90,845877,96,86602,83,73949,70,1909,53
7/4/2022,Monday,7,2022,1608084,69,689986,63,10976,66,772949,87,85709,82,72464,68,2148,60
7/5/2022,Tuesday,7,2022,2802814,53,1246208,60,22800,80,925869,96,169990,54,150170,53,5935,43
7/6/2022,Wednesday,7,2022,3066462,58,1330990,64,25372,89,917894,95,173648,55,153543,54,6448,47
7/7/2022,Thursday,7,2022,3115604,59,1333373,64,25119,89,946553,98,173393,55,151105,53,6463,47
7/8/2022,Friday,7,2022,2902322,55,1249434,60,24108,85,949529,99,163715,52,134620,48,5625,41
7/9/2022,Saturday,7,2022,2061419,73,885289,66,14546,92,917802,99,92765,73,89757,58,2563,50
7/10/2022,Sunday,7,2022,1681041,72,707984,65,14147,86,921110,104,82276,79,71195,67,2016,56
7/11/2022,Monday,7,2022,2876587,54,1312895,63,23255,82,913992,95,167475,53,148113,52,6163,45
7/12/2022,Tuesday,7,2022,3148320,60,1350346,65,24697,87,913137,95,180172,57,164494,58,6780,49
7/13/2022,Wednesday,7,2022,3229387,61,1365172,66,25800,91,944299,98,178413,56,166187,59,6536,47
7/14/2022,Thursday,7,2022,3203104,61,1355975,65,25312,89,977841,102,174794,55,159599,56,6413,47
7/15/2022,Friday,7,2022,3021651,57,1291217,62,24177,85,994183,103,171615,54,148858,53,5527,40
7/16/2022,Saturday,7,2022,2093206,74,859537,64,15226,96,939649,102,101758,80,98156,64,64,1
7/17/2022,Sunday,7,2022,1674922,72,701796,64,13868,84,900361,102,82028,78,80166,76,7,0
7/18/2022,Monday,7,2022,2720012,52,1209240,58,22670,80,877737,91,162178,51,132779,47,5543,40
7/19/2022,Tuesday,7,2022,3169016,60,1372407,66,24933,88,932398,97,180693,57,160294,57,6593,48
7/20/2022,Wednesday,7,2022,3190942,60,1357383,66,25590,90,945289,98,180707,57,156988,55,6167,45
7/21/2022,Thursday,7,2022,3109097,59,1302978,63,24308,86,954280,99,173070,55,150414,53,6166,45
7/22/2022,Friday,7,2022,2942752,56,1267907,61,23926,84,993037,103,174861,55,138068,49,5322,39
7/23/2022,Saturday,7,2022,2028696,72,862976,64,14503,91,945847,102,99341,78,86245,56,32,1
7/24/2022,Sunday,7,2022,1596195,68,674189,61,12751,77,908767,103,82656,79,68265,64,6,0
7/25/2022,Monday,7,2022,2727722,52,1220826,59,22355,79,893016,93,163454,52,140432,50,5692,41
7/26/2022,Tuesday,7,2022,3175001,60,1360570,66,24990,88,942025,98,186182,59,162994,58,6479,47
7/27/2022,Wednesday,7,2022,3232796,61,1369023,66,25759,91,957557,100,185332,59,161241,57,6667,48
7/28/2022,Thursday,7,2022,3151913,60,1332113,64,24413,86,974290,101,173264,55,156936,55,6421,47
7/29/2022,Friday,7,2022,2932846,56,1260714,61,23697,84,979719,102,166723,53,147568,52,5532,40
7/30/2022,Saturday,7,2022,2074421,73,893846,66,15068,95,954809,103,89426,70,96840,63,56,1
7/31/2022,Sunday,7,2022,1649097,71,693700,63,14046,85,929822,105,77991,74,78953,74,3,0
8/1/2022,Monday,8,2022,2739262,53,1240007,61,22892,82,904119,93,151752,49,138431,51,5673,42
8/2/2022,Tuesday,8,2022,3070101,60,1346324,67,24865,89,919127,95,173023,55,158236,58,6452,48
8/3/2022,Wednesday,8,2022,3124038,61,1367848,68,26785,96,947338,97,173751,56,158305,58,6170,46
8/4/2022,Thursday,8,2022,3049076,59,1323229,66,25326,91,976459,100,174491,56,147770,54,5409,40
8/5/2022,Friday,8,2022,2822155,55,1260961,62,23824,85,976443,100,161323,52,129376,47,4754,36
8/6/2022,Saturday,8,2022,1999580,68,865676,63,14893,90,944842,99,95704,72,84495,56,33,1
8/7/2022,Sunday,8,2022,1542311,65,670866,61,14367,80,882525,96,78449,75,66242,64,153,4
8/8/2022,Monday,8,2022,2705428,53,1276524,63,22965,82,926426,95,165363,53,137457,50,5496,41
8/9/2022,Tuesday,8,2022,3013784,59,1308034,65,25056,90,922400,95,173284,55,151624,56,5935,44
8/10/2022,Wednesday,8,2022,3134434,61,1347916,67,26098,93,948711,98,178656,57,147931,54,6117,46
8/11/2022,Thursday,8,2022,3093548,60,1315101,65,25553,91,966856,99,171390,55,146019,54,5842,44
8/12/2022,Friday,8,2022,2963913,58,1273620,63,24849,89,996504,103,175220,56,137578,50,5422,41
8/13/2022,Saturday,8,2022,2089217,71,878499,64,15889,96,953867,100,103227,77,89569,59,1632,35
8/14/2022,Sunday,8,2022,1677803,70,692644,63,14492,81,931953,101,88242,85,72900,70,1339,37
8/15/2022,Monday,8,2022,2768347,54,1234308,61,23199,83,921408,95,161519,52,144170,53,5395,40
8/16/2022,Tuesday,8,2022,3045892,59,1288800,64,24994,89,919835,95,173651,56,157888,58,6228,47
8/17/2022,Wednesday,8,2022,3074027,60,1284966,64,25904,93,935484,96,172248,55,155815,57,6080,45
8/18/2022,Thursday,8,2022,3077928,60,1283965,64,25701,92,982598,101,181136,58,150643,55,5834,44
8/19/2022,Friday,8,2022,2918737,57,1239929,61,24141,86,995590,102,164682,53,141791,52,5132,38
8/20/2022,Saturday,8,2022,2038622,69,875371,64,15903,96,952947,99,96552,72,97718,64,1699,36
8/21/2022,Sunday,8,2022,1619422,68,692309,63,14617,81,918196,100,84669,81,81666,79,1272,35
8/22/2022,Monday,8,2022,2622885,51,1144254,57,21887,78,884589,91,160918,51,141482,52,5185,39
8/23/2022,Tuesday,8,2022,2992615,58,1261782,63,24448,88,921483,95,173898,56,155953,57,5903,44
8/24/2022,Wednesday,8,2022,3020710,59,1288092,64,25654,92,946975,97,177790,57,151169,55,6036,45
8/25/2022,Thursday,8,2022,3090901,60,1310134,65,24964,89,981024,101,177178,57,142659,52,6122,46
8/26/2022,Friday,8,2022,2863653,56,1217448,60,23417,84,967932,100,171765,55,133306,49,4969,37
8/27/2022,Saturday,8,2022,2066542,70,874084,64,15575,94,977708,102,103192,77,90006,59,2214,47
8/28/2022,Sunday,8,2022,1651689,69,681823,62,14506,81,940460,102,86867,83,76296,73,1816,51
8/29/2022,Monday,8,2022,2836374,55,1263000,63,22503,81,927114,95,180588,58,140540,52,5705,43
8/30/2022,Tuesday,8,2022,3091873,60,1326293,66,24300,87,934163,96,195986,63,152025,56,6228,47
8/31/2022,Wednesday,8,2022,3144027,61,1342568,67,25541,91,972327,100,197154,63,149499,55,6261,47
9/1/2022,Thursday,9,2022,3114667,54,1338287,58,25382,85,997846,105,186311,57,140082,49,6189,36
9/2/2022,Friday,9,2022,2925306,51,1250956,54,24696,83,1006354,106,185153,57,138009,48,5307,31
9/3/2022,Saturday,9,2022,2116811,66,867750,62,15863,93,924383,97,116405,98,94997,62,2455,59
9/4/2022,Sunday,9,2022,1802349,71,701646,64,15428,90,901892,102,97728,98,77386,74,1894,65
9/5/2022,Monday,9,2022,1691887,66,682671,62,9722,57,801463,91,93198,94,74585,71,1977,68
9/6/2022,Tuesday,9,2022,3063503,53,1231759,53,24963,84,892569,94,190260,58,164255,57,6016,35
9/7/2022,Wednesday,9,2022,3444556,60,1412342,61,26773,90,939358,99,203983,62,179628,62,6698,39
9/8/2022,Thursday,9,2022,3644407,63,1517502,65,27121,91,966189,101,199489,61,178788,62,7185,42
9/9/2022,Friday,9,2022,3481756,60,1492297,64,25627,86,1009058,106,189930,58,161197,56,6432,38
9/10/2022,Saturday,9,2022,2356865,73,914744,65,15345,90,982329,103,103789,88,98043,64,1948,47
9/11/2022,Sunday,9,2022,1737251,68,659929,60,14467,84,862493,97,82638,83,72789,69,1275,44
9/12/2022,Monday,9,2022,3382150,59,1519324,65,24947,84,925590,97,187548,57,163430,57,6863,40
9/13/2022,Tuesday,9,2022,3618354,63,1557686,67,26317,89,921108,97,200171,61,180183,62,7552,44
9/14/2022,Wednesday,9,2022,3741978,65,1590666,68,28124,95,954907,100,202713,62,181619,63,7740,45
9/15/2022,Thursday,9,2022,3747731,65,1573907,68,27391,92,981703,103,197284,60,175672,61,7725,45
9/16/2022,Friday,9,2022,3502358,61,1501956,65,26025,88,1015255,107,184424,56,155750,54,6797,40
9/17/2022,Saturday,9,2022,2350888,73,916215,65,15828,92,971118,102,99403,84,101734,67,2693,65
9/18/2022,Sunday,9,2022,1844317,72,712161,65,15588,91,935291,106,86329,87,79158,75,1944,66
9/19/2022,Monday,9,2022,3369999,58,1490926,64,24491,82,909943,96,187831,57,164392,57,7155,42
9/20/2022,Tuesday,9,2022,3767024,65,1554448,67,26148,88,930442,98,203873,62,188771,65,7962,47
9/21/2022,Wednesday,9,2022,3878782,67,1543632,66,27479,93,946181,99,204572,62,188361,65,8112,47
9/22/2022,Thursday,9,2022,3732919,65,1433737,62,26136,88,938754,99,190703,58,174952,61,7883,46
9/23/2022,Friday,9,2022,3626482,63,1413234,61,25738,87,981726,103,190670,58,168866,59,6902,40
9/24/2022,Saturday,9,2022,2377091,74,860948,61,15593,91,944900,99,98192,83,115822,76,1975,48
9/25/2022,Sunday,9,2022,1759832,69,660871,60,14770,86,861534,97,81212,82,87366,83,1582,54
9/26/2022,Monday,9,2022,2812853,49,1206954,52,21532,73,868980,91,177235,54,153930,53,5848,34
9/27/2022,Tuesday,9,2022,3204114,56,1290217,56,24344,82,886658,93,192275,59,176941,61,6744,39
9/28/2022,Wednesday,9,2022,3712354,64,1541900,66,27423,92,930967,98,201525,62,179234,62,7903,46
9/29/2022,Thursday,9,2022,3707751,64,1503472,65,26857,90,960265,101,194288,59,173138,60,7738,45
9/30/2022,Friday,9,2022,3503239,61,1477082,64,26614,90,997765,105,181549,55,164028,57,6623,39
10/1/2022,Saturday,10,2022,2032983,61,758826,55,13718,78,820869,87,72081,64,80394,53,1855,41
10/2/2022,Sunday,10,2022,1621851,66,591909,59,13897,76,793492,94,61918,68,68450,65,1302,34
10/3/2022,Monday,10,2022,3370048,59,1426633,63,25390,85,880633,95,173268,55,153913,53,6824,38
10/4/2022,Tuesday,10,2022,3397689,59,1354099,60,25282,85,833631,90,181887,58,166868,57,6825,38
10/5/2022,Wednesday,10,2022,3077346,54,1206674,54,24305,82,816200,88,176091,56,158117,54,6012,34
10/6/2022,Thursday,10,2022,3848909,67,1554806,69,28527,96,981805,106,203783,65,182247,63,7907,44
10/7/2022,Friday,10,2022,3591080,62,1480214,66,26725,90,1018633,110,204261,65,166955,57,6865,38
10/8/2022,Saturday,10,2022,2397249,72,888506,64,15448,87,965140,102,114687,101,110122,72,1975,43
10/9/2022,Sunday,10,2022,1917721,78,691656,69,14776,80,911141,108,97984,108,88783,84,2200,58
10/10/2022,Monday,10,2022,2556722,44,1034288,46,17806,60,845129,91,163310,52,152488,52,4220,24
10/11/2022,Tuesday,10,2022,3649405,63,1521587,68,26435,89,899509,97,203885,65,192887,66,7841,44
10/12/2022,Wednesday,10,2022,3776129,66,1554226,69,28193,95,945786,102,203866,65,185488,64,7820,44
10/13/2022,Thursday,10,2022,3682799,64,1463795,65,26422,89,935038,101,195360,62,173174,60,7593,43
10/14/2022,Friday,10,2022,3578772,62,1468602,65,26877,90,1000719,108,186594,59,170188,59,6877,39
10/15/2022,Saturday,10,2022,2363501,71,914771,66,15945,90,964859,102,100804,89,108230,71,1897,42
10/16/2022,Sunday,10,2022,1773903,72,705073,70,15338,84,898969,106,80395,88,85438,81,1385,37
10/17/2022,Monday,10,2022,3314497,58,1430672,63,24045,81,860596,93,182855,58,170716,59,6952,39
10/18/2022,Tuesday,10,2022,3693627,64,1510826,67,26135,88,894481,96,199026,63,191540,66,7917,44
10/19/2022,Wednesday,10,2022,3814404,66,1545140,69,28002,94,916246,99,202921,65,185202,64,7934,44
10/20/2022,Thursday,10,2022,3810901,66,1532692,68,27649,93,970479,105,201886,64,180234,62,7784,44
10/21/2022,Friday,10,2022,3570334,62,1452280,64,26385,89,997993,108,185797,59,166539,57,6848,38
10/22/2022,Saturday,10,2022,2430406,73,916539,66,15832,90,970862,103,97921,86,122863,81,90,2
10/23/2022,Sunday,10,2022,1740520,71,668183,67,14434,79,872119,103,76024,83,83665,80,19,1
10/24/2022,Monday,10,2022,3357840,58,1432728,64,24643,83,887372,96,182390,58,161772,56,6929,39
10/25/2022,Tuesday,10,2022,3712582,65,1512725,67,27080,91,903935,97,200671,64,183507,63,7864,44
10/26/2022,Wednesday,10,2022,3794534,66,1539557,68,27891,94,932571,100,201843,64,181254,62,7978,45
10/27/2022,Thursday,10,2022,3892985,68,1543031,68,28035,94,971657,105,196789,63,179032,62,7848,44
10/28/2022,Friday,10,2022,3624748,63,1455834,65,26237,88,992291,107,179633,57,159109,55,6647,37
10/29/2022,Saturday,10,2022,2440601,73,912721,66,15778,89,949043,100,86888,77,102975,68,42,1
10/30/2022,Sunday,10,2022,1875953,76,711004,71,15324,83,903170,107,69358,76,80576,77,5,0
10/31/2022,Monday,10,2022,3410892,59,1394453,62,24178,81,862337,93,177547,56,157055,54,6759,38
11/1/2022,Tuesday,11,2022,3706707,66,1501329,69,26993,86,911552,97,196102,60,178425,62,7756,46
11/2/2022,Wednesday,11,2022,3788123,67,1549724,71,28493,91,918835,97,198277,60,181158,63,7788,46
11/3/2022,Thursday,11,2022,3802455,67,1521975,70,28364,91,941513,100,197940,60,178498,62,7676,45
11/4/2022,Friday,11,2022,3586358,64,1459619,67,27340,88,975347,103,180084,55,161378,56,6813,40
11/5/2022,Saturday,11,2022,2449943,78,918127,70,16790,99,940206,103,96845,84,110793,73,2628,76
11/6/2022,Sunday,11,2022,2116063,84,648085,65,13926,74,779295,95,92648,98,94517,91,3122,102
11/7/2022,Monday,11,2022,3456868,61,1478731,68,26193,84,901997,96,190295,58,168401,59,7365,43
11/8/2022,Tuesday,11,2022,3431700,61,1356894,62,25939,83,888462,94,201028,61,183142,64,6463,38
11/9/2022,Wednesday,11,2022,3772030,67,1517250,69,28589,92,921392,98,199030,61,180581,63,7722,45
11/10/2022,Thursday,11,2022,3802230,67,1516812,69,28385,91,976695,104,203722,62,180584,63,7749,46
11/11/2022,Friday,11,2022,2994708,119,1077574,108,20634,110,870209,106,172756,183,154511,148,4558,149
11/12/2022,Saturday,11,2022,2431419,77,893837,68,15153,89,889070,98,94911,82,106101,70,2262,65
11/13/2022,Sunday,11,2022,1794024,71,662034,66,15544,83,859975,104,76869,81,76460,73,1658,54
11/14/2022,Monday,11,2022,3401075,60,1441705,66,25728,82,889804,94,181582,55,165573,58,7135,42
11/15/2022,Tuesday,11,2022,3713627,66,1483782,68,28155,90,903257,96,196179,60,182790,64,7776,46
11/16/2022,Wednesday,11,2022,3751773,67,1484607,68,28574,92,912685,97,194893,59,179233,63,7589,45
11/17/2022,Thursday,11,2022,3797815,67,1493119,68,28778,92,962670,102,193797,59,178147,62,7633,45
11/18/2022,Friday,11,2022,3539202,63,1412974,65,27236,87,981421,104,183576,56,161777,57,6546,38
11/19/2022,Saturday,11,2022,2323449,74,864766,66,16076,95,929687,102,97654,85,101076,67,1630,47
11/20/2022,Sunday,11,2022,1721187,68,645986,65,15556,83,830876,101,74524,79,74870,72,1079,35
11/21/2022,Monday,11,2022,3363626,60,1393031,64,25766,83,896487,95,185570,57,166517,58,7017,41
11/22/2022,Tuesday,11,2022,3548882,63,1447618,66,27957,90,982740,104,200264,61,183771,64,7462,44
11/23/2022,Wednesday,11,2022,3263998,58,1358016,62,25032,80,983719,104,210438,64,184135,64,6862,40
11/24/2022,Thursday,11,2022,1382266,55,515903,52,18369,98,859064,104,90771,96,90057,87,2006,65
11/25/2022,Friday,11,2022,2058658,82,842892,85,12834,68,766290,93,163354,173,148368,143,3361,110
11/26/2022,Saturday,11,2022,1999608,63,781665,59,12576,74,852829,94,105304,91,106685,71,2286,66
11/27/2022,Sunday,11,2022,1476228,59,562073,56,13063,69,814703,99,79973,85,76680,74,1408,46
11/28/2022,Monday,11,2022,3265971,58,1397963,64,24969,80,904337,96,186710,57,163694,57,7120,42
11/29/2022,Tuesday,11,2022,3596894,64,1455294,66,27009,87,891057,94,192494,59,181370,63,7510,44
11/30/2022,Wednesday,11,2022,3568413,63,1356729,62,26469,85,857882,91,189152,58,177367,62,7204,42
12/1/2022,Thursday,12,2022,3770495,71,1459934,73,27018,93,931376,105,181825,58,166856,60,7538,48
12/2/2022,Friday,12,2022,3600504,67,1395642,70,27007,93,933219,105,172860,55,152746,55,6576,42
12/3/2022,Saturday,12,2022,2291687,69,760109,60,15540,90,815868,92,87730,68,89976,57,1467,30
12/4/2022,Sunday,12,2022,1990479,78,681713,70,15763,88,804122,101,81381,76,80173,75,1266,37
12/5/2022,Monday,12,2022,3481640,65,1429308,71,26409,91,873767,99,183238,58,164873,59,7013,45
12/6/2022,Tuesday,12,2022,3753299,70,1414979,71,27305,94,878388,99,195892,62,178862,64,7447,48
12/7/2022,Wednesday,12,2022,3835333,72,1442871,72,27941,96,899007,101,194436,62,178345,64,7526,48
12/8/2022,Thursday,12,2022,3931499,74,1480877,74,28292,97,948091,107,192958,61,182314,65,7541,48
12/9/2022,Friday,12,2022,3710928,69,1386473,69,26213,90,964167,109,185104,59,165147,59,6379,41
12/10/2022,Saturday,12,2022,2663493,80,869320,69,16232,94,900034,102,112142,88,119858,76,1873,38
12/11/2022,Sunday,12,2022,1865579,73,618870,63,14949,84,777867,98,77607,73,74273,69,1103,32
12/12/2022,Monday,12,2022,3466978,65,1384864,69,25771,88,876300,99,182973,58,163516,59,6838,44
12/13/2022,Tuesday,12,2022,3763568,70,1437228,72,28234,97,908198,103,197613,63,183214,66,7570,49
12/14/2022,Wednesday,12,2022,3777173,71,1435020,72,29081,100,940858,106,196921,62,183484,66,7400,47
12/15/2022,Thursday,12,2022,3726154,70,1363160,68,27034,93,931870,105,191261,61,173709,62,7001,45
12/16/2022,Friday,12,2022,3270016,61,1221634,61,24074,83,917332,104,170615,54,151244,54,5823,37
